ProductKey,Product Item Code,Product Name,Product Color,Product Size,Product Weight,Product Line,Product Model Name,Product Sub-Category,Product Category,Product Status
501,RD-2308,Rear Derailleur,Silver,NULL,215,NULL,Rear Derailleur,Derailleurs,Components,Current
502,FR-T67U-50,"LL Touring Frame - Blue, 50",Blue,50,3.1,T ,LL Touring Frame,Touring Frames,Components,Current
503,FR-T67U-54,"LL Touring Frame - Blue, 54",Blue,54,3.14,T ,LL Touring Frame,Touring Frames,Components,Current
504,FR-T67U-58,"LL Touring Frame - Blue, 58",Blue,58,3.16,T ,LL Touring Frame,Touring Frames,Components,Current
505,FR-T67U-62,"LL Touring Frame - Blue, 62",Blue,62,3.2,T ,LL Touring Frame,Touring Frames,Components,Current
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Yellow,44,3.02,T ,LL Touring Frame,Touring Frames,Components,Current
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Yellow,50,3.1,T ,LL Touring Frame,Touring Frames,Components,Current
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",Yellow,54,3.14,T ,LL Touring Frame,Touring Frames,Components,Current
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Yellow,58,3.16,T ,LL Touring Frame,Touring Frames,Components,Current
510,FR-T67U-44,"LL Touring Frame - Blue, 44",Blue,44,3.02,T ,LL Touring Frame,Touring Frames,Components,Current
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Silver,40,2.77,M ,ML Mountain Frame-W,Mountain Frames,Components,Current
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Silver,42,2.81,M ,ML Mountain Frame-W,Mountain Frames,Components,Current
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Silver,46,2.85,M ,ML Mountain Frame-W,Mountain Frames,Components,Current
514,RB-9231,Rear Brakes,Silver,NULL,317,NULL,Rear Brakes,Brakes,Components,Current
515,SE-M236,LL Mountain Seat/Saddle,NA,NULL,NULL,M ,LL Mountain Seat/Saddle 2,Saddles,Components,Current
516,SE-M798,ML Mountain Seat/Saddle,NA,NULL,NULL,M ,ML Mountain Seat/Saddle 2,Saddles,Components,Current
517,SE-M940,HL Mountain Seat/Saddle,NA,NULL,NULL,M ,HL Mountain Seat/Saddle 2,Saddles,Components,Current
518,SE-R581,LL Road Seat/Saddle,NA,NULL,NULL,R ,LL Road Seat/Saddle 1,Saddles,Components,Current
519,SE-R908,ML Road Seat/Saddle,NA,NULL,NULL,T ,ML Road Seat/Saddle 2,Saddles,Components,Current
520,SE-R995,HL Road Seat/Saddle,NA,NULL,NULL,R ,HL Road Seat/Saddle 2,Saddles,Components,Current
521,SE-T312,LL Touring Seat/Saddle,NA,NULL,NULL,T ,LL Touring Seat/Saddle,Saddles,Components,Current
522,SE-T762,ML Touring Seat/Saddle,NA,NULL,NULL,T ,ML Touring Seat/Saddle,Saddles,Components,Current
523,SE-T924,HL Touring Seat/Saddle,NA,NULL,NULL,T ,HL Touring Seat/Saddle,Saddles,Components,Current
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",Silver,42,2.92,M ,LL Mountain Frame,Mountain Frames,Components,Current
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",Silver,44,2.96,M ,LL Mountain Frame,Mountain Frames,Components,Current
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",Silver,48,3,M ,LL Mountain Frame,Mountain Frames,Components,Current
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",Silver,52,3.04,M ,LL Mountain Frame,Mountain Frames,Components,Current
528,TT-M928,Mountain Tire Tube,NA,NULL,NULL,M ,Mountain Tire Tube,Tires and Tubes,Accessories,Current
529,TT-R982,Road Tire Tube,NA,NULL,NULL,R ,Road Tire Tube,Tires and Tubes,Accessories,Current
530,TT-T092,Touring Tire Tube,NA,NULL,NULL,T ,Touring Tire Tube,Tires and Tubes,Accessories,Current
531,FR-M21B-42,"LL Mountain Frame - Black, 42",Black,42,2.92,M ,LL Mountain Frame,Mountain Frames,Components,Current
532,FR-M21B-44,"LL Mountain Frame - Black, 44",Black,44,2.96,M ,LL Mountain Frame,Mountain Frames,Components,Current
533,FR-M21B-48,"LL Mountain Frame - Black, 48",Black,48,3,M ,LL Mountain Frame,Mountain Frames,Components,Current
534,FR-M21B-52,"LL Mountain Frame - Black, 52",Black,52,3.04,M ,LL Mountain Frame,Mountain Frames,Components,Current
535,TI-M267,LL Mountain Tire,NA,NULL,NULL,M ,LL Mountain Tire,Tires and Tubes,Accessories,Current
536,TI-M602,ML Mountain Tire,NA,NULL,NULL,M ,ML Mountain Tire,Tires and Tubes,Accessories,Current
537,TI-M823,HL Mountain Tire,NA,NULL,NULL,M ,HL Mountain Tire,Tires and Tubes,Accessories,Current
538,TI-R092,LL Road Tire,NA,NULL,NULL,R ,LL Road Tire,Tires and Tubes,Accessories,Current
539,TI-R628,ML Road Tire,NA,NULL,NULL,R ,ML Road Tire,Tires and Tubes,Accessories,Current
540,TI-R982,HL Road Tire,NA,NULL,NULL,R ,HL Road Tire,Tires and Tubes,Accessories,Current
541,TI-T723,Touring Tire,NA,NULL,NULL,T ,Touring Tire,Tires and Tubes,Accessories,Current
542,PD-M282,LL Mountain Pedal,Silver/Black,NULL,218,M ,LL Mountain Pedal,Pedals,Components,Current
543,PD-M340,ML Mountain Pedal,Silver/Black,NULL,215,M ,ML Mountain Pedal,Pedals,Components,Current
544,PD-M562,HL Mountain Pedal,Silver/Black,NULL,185,M ,HL Mountain Pedal,Pedals,Components,Current
545,PD-R347,LL Road Pedal,Silver/Black,NULL,189,R ,LL Road Pedal,Pedals,Components,Current
546,PD-R563,ML Road Pedal,Silver/Black,NULL,168,R ,ML Road Pedal,Pedals,Components,Current
547,PD-R853,HL Road Pedal,Silver/Black,NULL,149,R ,HL Road Pedal,Pedals,Components,Current
548,PD-T852,Touring Pedal,Silver/Black,NULL,NULL,T ,Touring Pedal,Pedals,Components,Current
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Silver,38,2.73,M ,ML Mountain Frame-W,Mountain Frames,Components,Current
550,FR-M21B-40,"LL Mountain Frame - Black, 40",Black,40,2.88,M ,LL Mountain Frame,Mountain Frames,Components,Current
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",Silver,40,2.88,M ,LL Mountain Frame,Mountain Frames,Components,Current
552,FD-2342,Front Derailleur,Silver,NULL,88,NULL,Front Derailleur,Derailleurs,Components,Current
553,HB-T721,LL Touring Handlebars,NA,NULL,NULL,T ,LL Touring Handlebars,Handlebars,Components,Current
554,HB-T928,HL Touring Handlebars,NA,NULL,NULL,T ,HL Touring Handlebars,Handlebars,Components,Current
555,FB-9873,Front Brakes,Silver,NULL,317,NULL,Front Brakes,Brakes,Components,Current
556,CS-4759,LL Crankset,Black,NULL,600,NULL,LL Crankset,Cranksets,Components,Current
557,CS-6583,ML Crankset,Black,NULL,635,NULL,ML Crankset,Cranksets,Components,Current
558,CS-9183,HL Crankset,Black,NULL,575,NULL,HL Crankset,Cranksets,Components,Current
559,CH-0234,Chain,Silver,NULL,NULL,NULL,Chain,Chains,Components,Current
560,BK-T44U-60,"Touring-2000 Blue, 60",Blue,60,27.9,T ,Touring-2000,Touring Bikes,Bikes,Current
561,BK-T79Y-46,"Touring-1000 Yellow, 46",Yellow,46,25.13,T ,Touring-1000,Touring Bikes,Bikes,Current
562,BK-T79Y-50,"Touring-1000 Yellow, 50",Yellow,50,25.42,T ,Touring-1000,Touring Bikes,Bikes,Current
563,BK-T79Y-54,"Touring-1000 Yellow, 54",Yellow,54,25.68,T ,Touring-1000,Touring Bikes,Bikes,Current
564,BK-T79Y-60,"Touring-1000 Yellow, 60",Yellow,60,25.9,T ,Touring-1000,Touring Bikes,Bikes,Current
565,BK-T18U-54,"Touring-3000 Blue, 54",Blue,54,29.68,T ,Touring-3000,Touring Bikes,Bikes,Current
566,BK-T18U-58,"Touring-3000 Blue, 58",Blue,58,29.9,T ,Touring-3000,Touring Bikes,Bikes,Current
567,BK-T18U-62,"Touring-3000 Blue, 62",Blue,62,30,T ,Touring-3000,Touring Bikes,Bikes,Current
568,BK-T18Y-44,"Touring-3000 Yellow, 44",Yellow,44,28.77,T ,Touring-3000,Touring Bikes,Bikes,Current
569,BK-T18Y-50,"Touring-3000 Yellow, 50",Yellow,50,29.13,T ,Touring-3000,Touring Bikes,Bikes,Current
570,BK-T18Y-54,"Touring-3000 Yellow, 54",Yellow,54,29.42,T ,Touring-3000,Touring Bikes,Bikes,Current
571,BK-T18Y-58,"Touring-3000 Yellow, 58",Yellow,58,29.79,T ,Touring-3000,Touring Bikes,Bikes,Current
572,BK-T18Y-62,"Touring-3000 Yellow, 62",Yellow,62,30,T ,Touring-3000,Touring Bikes,Bikes,Current
573,BK-T79U-46,"Touring-1000 Blue, 46",Blue,46,25.13,T ,Touring-1000,Touring Bikes,Bikes,Current
574,BK-T79U-50,"Touring-1000 Blue, 50",Blue,50,25.42,T ,Touring-1000,Touring Bikes,Bikes,Current
575,BK-T79U-54,"Touring-1000 Blue, 54",Blue,54,25.68,T ,Touring-1000,Touring Bikes,Bikes,Current
576,BK-T79U-60,"Touring-1000 Blue, 60",Blue,60,25.9,T ,Touring-1000,Touring Bikes,Bikes,Current
577,BK-T44U-46,"Touring-2000 Blue, 46",Blue,46,27.13,T ,Touring-2000,Touring Bikes,Bikes,Current
578,BK-T44U-50,"Touring-2000 Blue, 50",Blue,50,27.42,T ,Touring-2000,Touring Bikes,Bikes,Current
579,BK-T44U-54,"Touring-2000 Blue, 54",Blue,54,27.68,T ,Touring-2000,Touring Bikes,Bikes,Current
580,BK-R79Y-40,"Road-350-W Yellow, 40",Yellow,40,15.35,R ,Road-350-W,Road Bikes,Bikes,Current
581,BK-R79Y-42,"Road-350-W Yellow, 42",Yellow,42,15.77,R ,Road-350-W,Road Bikes,Bikes,Current
582,BK-R79Y-44,"Road-350-W Yellow, 44",Yellow,44,16.13,R ,Road-350-W,Road Bikes,Bikes,Current
583,BK-R79Y-48,"Road-350-W Yellow, 48",Yellow,48,16.42,R ,Road-350-W,Road Bikes,Bikes,Current
584,BK-R19B-58,"Road-750 Black, 58",Black,58,20.79,R ,Road-750,Road Bikes,Bikes,Current
585,BK-T18U-44,"Touring-3000 Blue, 44",Blue,44,28.77,T ,Touring-3000,Touring Bikes,Bikes,Current
586,BK-T18U-50,"Touring-3000 Blue, 50",Blue,50,29.13,T ,Touring-3000,Touring Bikes,Bikes,Current
587,BK-M38S-38,"Mountain-400-W Silver, 38",Silver,38,26.35,M ,Mountain-400-W,Mountain Bikes,Bikes,Current
588,BK-M38S-40,"Mountain-400-W Silver, 40",Silver,40,26.77,M ,Mountain-400-W,Mountain Bikes,Bikes,Current
589,BK-M38S-42,"Mountain-400-W Silver, 42",Silver,42,27.13,M ,Mountain-400-W,Mountain Bikes,Bikes,Current
590,BK-M38S-46,"Mountain-400-W Silver, 46",Silver,46,27.42,M ,Mountain-400-W,Mountain Bikes,Bikes,Current
591,BK-M18S-40,"Mountain-500 Silver, 40",Silver,40,27.35,M ,Mountain-500,Mountain Bikes,Bikes,Current
592,BK-M18S-42,"Mountain-500 Silver, 42",Silver,42,27.77,M ,Mountain-500,Mountain Bikes,Bikes,Current
593,BK-M18S-44,"Mountain-500 Silver, 44",Silver,44,28.13,M ,Mountain-500,Mountain Bikes,Bikes,Current
594,BK-M18S-48,"Mountain-500 Silver, 48",Silver,48,28.42,M ,Mountain-500,Mountain Bikes,Bikes,Current
595,BK-M18S-52,"Mountain-500 Silver, 52",Silver,52,28.68,M ,Mountain-500,Mountain Bikes,Bikes,Current
596,BK-M18B-40,"Mountain-500 Black, 40",Black,40,27.35,M ,Mountain-500,Mountain Bikes,Bikes,Current
597,BK-M18B-42,"Mountain-500 Black, 42",Black,42,27.77,M ,Mountain-500,Mountain Bikes,Bikes,Current
598,BK-M18B-44,"Mountain-500 Black, 44",Black,44,28.13,M ,Mountain-500,Mountain Bikes,Bikes,Current
599,BK-M18B-48,"Mountain-500 Black, 48",Black,48,28.42,M ,Mountain-500,Mountain Bikes,Bikes,Current
600,BK-M18B-52,"Mountain-500 Black, 52",Black,52,28.68,M ,Mountain-500,Mountain Bikes,Bikes,Current
601,BB-7421,LL Bottom Bracket,NA,NULL,223,NULL,LL Bottom Bracket,Bottom Brackets,Components,Current
602,BB-8107,ML Bottom Bracket,NA,NULL,168,NULL,ML Bottom Bracket,Bottom Brackets,Components,Current
603,BB-9108,HL Bottom Bracket,NA,NULL,170,NULL,HL Bottom Bracket,Bottom Brackets,Components,Current
604,BK-R19B-44,"Road-750 Black, 44",Black,44,19.77,R ,Road-750,Road Bikes,Bikes,Current
605,BK-R19B-48,"Road-750 Black, 48",Black,48,20.13,R ,Road-750,Road Bikes,Bikes,Current
606,BK-R19B-52,"Road-750 Black, 52",Black,52,20.42,R ,Road-750,Road Bikes,Bikes,Current
