Date Key,Date,Day,WeekNo,Month,MonthShort,MonthNo,Quater,Year
20260624,24-06-2026,Tuesday,26,June,Jun,6,2,2026
20260625,25-06-2026,Wednesday,26,June,Jun,6,2,2026
20260626,26-06-2026,Thursday,26,June,Jun,6,2,2026
20260627,27-06-2026,Friday,26,June,Jun,6,2,2026
20260628,28-06-2026,Saturday,26,June,Jun,6,2,2026
20260629,29-06-2026,Sunday,27,June,Jun,6,2,2026
20260630,30-06-2026,Monday,27,June,Jun,6,2,2026
20260701,01-07-2026,Tuesday,27,July,Jul,7,3,2026
20260702,02-07-2026,Wednesday,27,July,Jul,7,3,2026
20260703,03-07-2026,Thursday,27,July,Jul,7,3,2026
20260704,04-07-2026,Friday,27,July,Jul,7,3,2026
20260705,05-07-2026,Saturday,27,July,Jul,7,3,2026
20260706,06-07-2026,Sunday,28,July,Jul,7,3,2026
20260707,07-07-2026,Monday,28,July,Jul,7,3,2026
20260708,08-07-2026,Tuesday,28,July,Jul,7,3,2026
20260709,09-07-2026,Wednesday,28,July,Jul,7,3,2026
20260710,10-07-2026,Thursday,28,July,Jul,7,3,2026
20260711,11-07-2026,Friday,28,July,Jul,7,3,2026
20260712,12-07-2026,Saturday,28,July,Jul,7,3,2026
20260713,13-07-2026,Sunday,29,July,Jul,7,3,2026
20260714,14-07-2026,Monday,29,July,Jul,7,3,2026
20260715,15-07-2026,Tuesday,29,July,Jul,7,3,2026
20260716,16-07-2026,Wednesday,29,July,Jul,7,3,2026
20260717,17-07-2026,Thursday,29,July,Jul,7,3,2026
20260718,18-07-2026,Friday,29,July,Jul,7,3,2026
20260719,19-07-2026,Saturday,29,July,Jul,7,3,2026
20260720,20-07-2026,Sunday,30,July,Jul,7,3,2026
20260721,21-07-2026,Monday,30,July,Jul,7,3,2026
20260722,22-07-2026,Tuesday,30,July,Jul,7,3,2026
20260723,23-07-2026,Wednesday,30,July,Jul,7,3,2026
20260724,24-07-2026,Thursday,30,July,Jul,7,3,2026
20260725,25-07-2026,Friday,30,July,Jul,7,3,2026
20260726,26-07-2026,Saturday,30,July,Jul,7,3,2026
20260727,27-07-2026,Sunday,31,July,Jul,7,3,2026
20260728,28-07-2026,Monday,31,July,Jul,7,3,2026
20260729,29-07-2026,Tuesday,31,July,Jul,7,3,2026
20260730,30-07-2026,Wednesday,31,July,Jul,7,3,2026
20260731,31-07-2026,Thursday,31,July,Jul,7,3,2026
20260801,01-08-2026,Friday,31,August,Aug,8,3,2026
20260802,02-08-2026,Saturday,31,August,Aug,8,3,2026
20260803,03-08-2026,Sunday,32,August,Aug,8,3,2026
20260804,04-08-2026,Monday,32,August,Aug,8,3,2026
20260805,05-08-2026,Tuesday,32,August,Aug,8,3,2026
20260806,06-08-2026,Wednesday,32,August,Aug,8,3,2026
20260807,07-08-2026,Thursday,32,August,Aug,8,3,2026
20260808,08-08-2026,Friday,32,August,Aug,8,3,2026
20260809,09-08-2026,Saturday,32,August,Aug,8,3,2026
20260810,10-08-2026,Sunday,33,August,Aug,8,3,2026
20260811,11-08-2026,Monday,33,August,Aug,8,3,2026
20260812,12-08-2026,Tuesday,33,August,Aug,8,3,2026
20260813,13-08-2026,Wednesday,33,August,Aug,8,3,2026
20260814,14-08-2026,Thursday,33,August,Aug,8,3,2026
20260815,15-08-2026,Friday,33,August,Aug,8,3,2026
20260816,16-08-2026,Saturday,33,August,Aug,8,3,2026
20260817,17-08-2026,Sunday,34,August,Aug,8,3,2026
20260818,18-08-2026,Monday,34,August,Aug,8,3,2026
20260819,19-08-2026,Tuesday,34,August,Aug,8,3,2026
20260820,20-08-2026,Wednesday,34,August,Aug,8,3,2026
20260821,21-08-2026,Thursday,34,August,Aug,8,3,2026
20260822,22-08-2026,Friday,34,August,Aug,8,3,2026
20260823,23-08-2026,Saturday,34,August,Aug,8,3,2026
20260824,24-08-2026,Sunday,35,August,Aug,8,3,2026
20260825,25-08-2026,Monday,35,August,Aug,8,3,2026
20260826,26-08-2026,Tuesday,35,August,Aug,8,3,2026
20260827,27-08-2026,Wednesday,35,August,Aug,8,3,2026
20260828,28-08-2026,Thursday,35,August,Aug,8,3,2026
20260829,29-08-2026,Friday,35,August,Aug,8,3,2026
20260830,30-08-2026,Saturday,35,August,Aug,8,3,2026
20260831,31-08-2026,Sunday,36,August,Aug,8,3,2026
20260901,01-09-2026,Monday,36,September,Sep,9,3,2026
20260902,02-09-2026,Tuesday,36,September,Sep,9,3,2026
20260903,03-09-2026,Wednesday,36,September,Sep,9,3,2026
20260904,04-09-2026,Thursday,36,September,Sep,9,3,2026
20260905,05-09-2026,Friday,36,September,Sep,9,3,2026
20260906,06-09-2026,Saturday,36,September,Sep,9,3,2026
20260907,07-09-2026,Sunday,37,September,Sep,9,3,2026
20260908,08-09-2026,Monday,37,September,Sep,9,3,2026
20260909,09-09-2026,Tuesday,37,September,Sep,9,3,2026
20260910,10-09-2026,Wednesday,37,September,Sep,9,3,2026
20260911,11-09-2026,Thursday,37,September,Sep,9,3,2026
20260912,12-09-2026,Friday,37,September,Sep,9,3,2026
20260913,13-09-2026,Saturday,37,September,Sep,9,3,2026
20260914,14-09-2026,Sunday,38,September,Sep,9,3,2026
20260915,15-09-2026,Monday,38,September,Sep,9,3,2026
20260916,16-09-2026,Tuesday,38,September,Sep,9,3,2026
20260917,17-09-2026,Wednesday,38,September,Sep,9,3,2026
20260918,18-09-2026,Thursday,38,September,Sep,9,3,2026
20260919,19-09-2026,Friday,38,September,Sep,9,3,2026
20260920,20-09-2026,Saturday,38,September,Sep,9,3,2026
20260921,21-09-2026,Sunday,39,September,Sep,9,3,2026
20260922,22-09-2026,Monday,39,September,Sep,9,3,2026
20260923,23-09-2026,Tuesday,39,September,Sep,9,3,2026
20260924,24-09-2026,Wednesday,39,September,Sep,9,3,2026
20260925,25-09-2026,Thursday,39,September,Sep,9,3,2026
20260926,26-09-2026,Friday,39,September,Sep,9,3,2026
20260927,27-09-2026,Saturday,39,September,Sep,9,3,2026
20260928,28-09-2026,Sunday,40,September,Sep,9,3,2026
20260929,29-09-2026,Monday,40,September,Sep,9,3,2026
20260930,30-09-2026,Tuesday,40,September,Sep,9,3,2026
20261001,01-10-2026,Wednesday,40,October,Oct,10,4,2026
20261002,02-10-2026,Thursday,40,October,Oct,10,4,2026
20261003,03-10-2026,Friday,40,October,Oct,10,4,2026
20261004,04-10-2026,Saturday,40,October,Oct,10,4,2026
20261005,05-10-2026,Sunday,41,October,Oct,10,4,2026
20261006,06-10-2026,Monday,41,October,Oct,10,4,2026
20261007,07-10-2026,Tuesday,41,October,Oct,10,4,2026
20261008,08-10-2026,Wednesday,41,October,Oct,10,4,2026
20261009,09-10-2026,Thursday,41,October,Oct,10,4,2026
20261010,10-10-2026,Friday,41,October,Oct,10,4,2026
20261011,11-10-2026,Saturday,41,October,Oct,10,4,2026
20261012,12-10-2026,Sunday,42,October,Oct,10,4,2026
20261013,13-10-2026,Monday,42,October,Oct,10,4,2026
20261014,14-10-2026,Tuesday,42,October,Oct,10,4,2026
20261015,15-10-2026,Wednesday,42,October,Oct,10,4,2026
20261016,16-10-2026,Thursday,42,October,Oct,10,4,2026
20261017,17-10-2026,Friday,42,October,Oct,10,4,2026
20261018,18-10-2026,Saturday,42,October,Oct,10,4,2026
20261019,19-10-2026,Sunday,43,October,Oct,10,4,2026
20261020,20-10-2026,Monday,43,October,Oct,10,4,2026
20261021,21-10-2026,Tuesday,43,October,Oct,10,4,2026
20261022,22-10-2026,Wednesday,43,October,Oct,10,4,2026
20261023,23-10-2026,Thursday,43,October,Oct,10,4,2026
20261024,24-10-2026,Friday,43,October,Oct,10,4,2026
20261025,25-10-2026,Saturday,43,October,Oct,10,4,2026
20261026,26-10-2026,Sunday,44,October,Oct,10,4,2026
20261027,27-10-2026,Monday,44,October,Oct,10,4,2026
20261028,28-10-2026,Tuesday,44,October,Oct,10,4,2026
20261029,29-10-2026,Wednesday,44,October,Oct,10,4,2026
20261030,30-10-2026,Thursday,44,October,Oct,10,4,2026
20261031,31-10-2026,Friday,44,October,Oct,10,4,2026
20261101,01-11-2026,Saturday,44,November,Nov,11,4,2026
20261102,02-11-2026,Sunday,45,November,Nov,11,4,2026
20261103,03-11-2026,Monday,45,November,Nov,11,4,2026
20261104,04-11-2026,Tuesday,45,November,Nov,11,4,2026
20261105,05-11-2026,Wednesday,45,November,Nov,11,4,2026
20261106,06-11-2026,Thursday,45,November,Nov,11,4,2026
20261107,07-11-2026,Friday,45,November,Nov,11,4,2026
20261108,08-11-2026,Saturday,45,November,Nov,11,4,2026
20261109,09-11-2026,Sunday,46,November,Nov,11,4,2026
20261110,10-11-2026,Monday,46,November,Nov,11,4,2026
20261111,11-11-2026,Tuesday,46,November,Nov,11,4,2026
20261112,12-11-2026,Wednesday,46,November,Nov,11,4,2026
20261113,13-11-2026,Thursday,46,November,Nov,11,4,2026
20261114,14-11-2026,Friday,46,November,Nov,11,4,2026
20261115,15-11-2026,Saturday,46,November,Nov,11,4,2026
20261116,16-11-2026,Sunday,47,November,Nov,11,4,2026
20261117,17-11-2026,Monday,47,November,Nov,11,4,2026
20261118,18-11-2026,Tuesday,47,November,Nov,11,4,2026
20261119,19-11-2026,Wednesday,47,November,Nov,11,4,2026
20261120,20-11-2026,Thursday,47,November,Nov,11,4,2026
20261121,21-11-2026,Friday,47,November,Nov,11,4,2026
20261122,22-11-2026,Saturday,47,November,Nov,11,4,2026
20261123,23-11-2026,Sunday,48,November,Nov,11,4,2026
20261124,24-11-2026,Monday,48,November,Nov,11,4,2026
20261125,25-11-2026,Tuesday,48,November,Nov,11,4,2026
20261126,26-11-2026,Wednesday,48,November,Nov,11,4,2026
20261127,27-11-2026,Thursday,48,November,Nov,11,4,2026
20261128,28-11-2026,Friday,48,November,Nov,11,4,2026
20261129,29-11-2026,Saturday,48,November,Nov,11,4,2026
20261130,30-11-2026,Sunday,49,November,Nov,11,4,2026
20261201,01-12-2026,Monday,49,December,Dec,12,4,2026
20261202,02-12-2026,Tuesday,49,December,Dec,12,4,2026
20261203,03-12-2026,Wednesday,49,December,Dec,12,4,2026
20261204,04-12-2026,Thursday,49,December,Dec,12,4,2026
20261205,05-12-2026,Friday,49,December,Dec,12,4,2026
20261206,06-12-2026,Saturday,49,December,Dec,12,4,2026
20261207,07-12-2026,Sunday,50,December,Dec,12,4,2026
20261208,08-12-2026,Monday,50,December,Dec,12,4,2026
20261209,09-12-2026,Tuesday,50,December,Dec,12,4,2026
20261210,10-12-2026,Wednesday,50,December,Dec,12,4,2026
20261211,11-12-2026,Thursday,50,December,Dec,12,4,2026
20261212,12-12-2026,Friday,50,December,Dec,12,4,2026
20261213,13-12-2026,Saturday,50,December,Dec,12,4,2026
20261214,14-12-2026,Sunday,51,December,Dec,12,4,2026
20261215,15-12-2026,Monday,51,December,Dec,12,4,2026
20261216,16-12-2026,Tuesday,51,December,Dec,12,4,2026
20261217,17-12-2026,Wednesday,51,December,Dec,12,4,2026
20261218,18-12-2026,Thursday,51,December,Dec,12,4,2026
20261219,19-12-2026,Friday,51,December,Dec,12,4,2026
20261220,20-12-2026,Saturday,51,December,Dec,12,4,2026
20261221,21-12-2026,Sunday,52,December,Dec,12,4,2026
20261222,22-12-2026,Monday,52,December,Dec,12,4,2026
20261223,23-12-2026,Tuesday,52,December,Dec,12,4,2026
20261224,24-12-2026,Wednesday,52,December,Dec,12,4,2026
20261225,25-12-2026,Thursday,52,December,Dec,12,4,2026
20261226,26-12-2026,Friday,52,December,Dec,12,4,2026
20261227,27-12-2026,Saturday,52,December,Dec,12,4,2026
20261228,28-12-2026,Sunday,53,December,Dec,12,4,2026
20261229,29-12-2026,Monday,53,December,Dec,12,4,2026
20261230,30-12-2026,Tuesday,53,December,Dec,12,4,2026
20261231,31-12-2026,Wednesday,53,December,Dec,12,4,2026
